Instance;;ILS – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;BRKGA – Santos and Chagas (2018);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO – Chagas and Wagner (2020);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;ACO++;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;run #01;run #02;run #03;run #04;run #05;run #06;run #07;run #08;run #09;run #10;run #11;run #12;run #13;run #14;run #15;run #16;run #17;run #18;run #19;run #20;run #21;run #22;run #23;run #24;run #25;run #26;run #27;run #28;run #29;run #30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_bsc_05_02.thop;;262550;258449;281059;275639;224719;249584;277644;246701;280614;237205;264494;236910;249841;269819;234121;253509;264384;254846;260645;277441;277293;264548;291923;257002;260373;232403;241168;256135;258412;261332;;486646;470858;492645;495978;474951;475066;472347;490730;487213;483081;469971;471570;501233;457790;446338;462478;484524;469203;479451;508996;471869;470250;486171;499241;508298;519038;491492;500666;513674;507335;;1445336;1451052;1470657;1456021;1445076;1487797;1457525;1467754;1454450;1468504;1434853;1430277;1437912;1458486;1409996;1459787;1483983;1455377;1445702;1449637;1461149;1403295;1467279;1457985;1476209;1542581;1471026;1443707;1457867;1462627;;1602909;1605010;1605391;1601102;1601641;1606730;1604067;1600668;1604034;1603817;1602874;1604714;1601866;1600647;1601663;1609189;1602341;1603927;1602517;1602499;1605801;1604463;1602367;1601821;1606704;1602532;1602582;1604757;1605205;1602553;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_bsc_05_03.thop;;315862;296400;307212;331919;317347;310497;295481;326889;331138;262322;308577;286558;282245;291457;329895;298380;337276;278183;299993;318983;314583;303516;354163;283503;275205;289237;306084;284620;298312;258706;;553874;533738;526406;511261;514741;526618;506116;519614;528350;530050;502076;490901;504287;519486;510930;539719;548449;518264;523055;502448;529374;512254;522666;511723;514247;537128;508272;546396;504380;516546;;1569369;1570464;1571776;1570766;1578142;1575265;1561420;1573159;1563669;1572554;1563867;1570469;1568465;1576068;1565249;1571466;1573267;1568728;1574467;1568557;1587033;1580154;1561468;1577766;1590361;1564068;1579964;1572789;1576069;1567945;;1640764;1637026;1651722;1643043;1642047;1636321;1649874;1659607;1648680;1648822;1648973;1640576;1645010;1650399;1646217;1647336;1644688;1651203;1633249;1648150;1644581;1649813;1633848;1635779;1637699;1648179;1649598;1640060;1644296;1656944;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_bsc_10_01.thop;;262948;219023;248727;230225;252776;226906;224526;252987;238425;223283;245665;200917;217665;234509;239432;213388;237202;216910;241142;239045;228428;246568;253393;219415;268640;240905;254854;244478;245041;239331;;434861;461386;460349;444653;443505;443400;435218;449085;452573;476152;460005;469658;445542;446680;454163;455917;455100;450968;451493;440218;429523;464672;459773;457280;449870;448150;442847;465835;440490;445119;;1484714;1594167;1736779;1731861;1691586;1756430;1727081;1725878;1728655;1661565;1725464;1650674;1691227;1789444;1727680;1606085;1683003;1628643;1756143;1723753;1715091;1652746;1750509;1707536;1662549;1705429;1711922;1688202;1773813;1683064;;2139431;2169581;2178330;2153441;2152654;2180091;2164433;2180497;2163826;2179484;2176440;2178108;2170513;2169639;2129102;2178898;2169237;2165896;2168760;2171167;2163681;2164350;2188743;2180509;2180069;2141208;2166107;2136369;2149602;2164550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_bsc_10_02.thop;;257366;261049;275999;258773;262125;282404;273453;283495;295241;269377;272998;239613;294401;270037;281501;266884;265582;278591;245728;306913;262444;233855;286450;272611;280239;263328;257595;286519;253713;247999;;527471;531595;481413;519357;474925;495187;517658;481825;482255;503736;524655;539729;492746;468769;475586;481895;510748;482345;504123;506035;492277;491235;505097;519842;518557;543521;535838;524382;503855;484334;;2191489;2171082;2124147;2165012;2102633;2164413;2133342;2134960;2159274;2170122;2124588;2148016;2231482;2256524;2185285;2198026;2155718;2191824;2142361;2139061;2178940;2110303;2206930;2147736;2186388;2156243;2191459;2165516;2202015;2102483;;2538611;2538950;2535144;2550739;2556749;2548394;2540305;2551147;2547432;2548891;2541770;2546376;2545517;2540003;2542261;2540578;2571482;2543308;2552146;2545796;2536397;2549312;2548157;2549926;2534204;2539562;2550616;2554837;2555105;2554359;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_bsc_10_03.thop;;300581;319068;308202;327527;305759;301516;296690;277599;359351;278548;347909;289828;302091;311032;342727;347562;371689;319919;326460;326884;326973;296507;344252;297087;298875;294910;320986;312737;322825;289272;;549066;546129;535309;541882;546197;565503;522320;521061;556034;546739;519781;514127;530752;539033;533991;534642;532447;535470;527459;526782;540271;546627;528362;531721;543537;556174;545927;540234;569134;539824;;2581509;2613017;2583141;2585182;2626076;2535748;2510528;2518067;2484197;2548224;2564238;2548092;2562722;2542093;2418895;2545514;2629434;2539104;2530939;2538782;2546557;2525673;2572425;2542408;2531964;2558616;2514863;2477200;2516477;2439853;;2913038;2910516;2899771;2895282;2882620;2868491;2890296;2896924;2908785;2860877;2895566;2889481;2896059;2876033;2851983;2925121;2895338;2922671;2871055;2892577;2907805;2912654;2912304;2911341;2900843;2914382;2932760;2933189;2864129;2890414;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_01_01.thop;;80901;79567;77492;80696;78809;78544;77995;83627;75893;83873;81213;78767;85683;85533;79164;75319;81213;78390;79933;81503;81748;77261;82024;78949;78783;81067;86497;83815;82107;78464;;136672;133951;130404;130509;131994;131314;135651;126108;130093;127150;128072;131019;136201;136536;135773;138900;134742;131848;133906;129308;127940;125630;134354;129571;124950;130199;130383;131485;134835;134238;;230049;224692;231320;231633;236482;224191;230008;239027;230093;234809;228086;228182;235279;232468;236910;238657;240697;232988;232987;234935;217480;226598;213539;227248;227204;231876;228561;231695;227335;231038;;351604;346348;351922;351082;356410;344236;358313;349873;352079;357891;362505;349814;348825;351809;357124;354100;355056;350104;348940;356298;348864;354335;356039;352033;355317;349355;352519;352534;353334;351451;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_01_02.thop;;86963;91003;89404;94345;90453;90786;86687;85902;95873;88337;94185;85300;91677;84798;88930;91796;95360;88532;91435;97362;87294;94203;89405;90168;86926;89021;85901;104750;89017;93909;;153864;154681;149875;154354;155067;156918;156414;157242;156679;155221;157611;156807;152440;153118;160141;153438;149727;154240;151473;152869;155719;151443;154420;154448;151829;146723;150187;148372;149977;158453;;313164;330326;335719;316165;335502;332728;340047;340989;344287;339315;341311;338887;327200;337291;335627;342099;339725;337304;336678;339013;325684;331580;338867;329333;338842;330710;326801;341725;346953;348638;;411866;408867;409388;405196;415482;411629;413144;410636;411552;410062;417542;418279;423993;409032;419627;405364;418143;424638;419617;403525;420909;409840;413068;415430;411550;402070;418896;414818;414447;403149;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_01_03.thop;;99709;102785;101603;95171;109163;98597;103701;94892;102322;99693;98130;92967;103300;101999;96653;101143;104666;103348;94246;102976;100950;97745;113180;93283;93898;95596;96453;118406;89062;103387;;168355;169471;163914;163841;164418;171074;167734;165644;162584;156336;167059;169516;166900;162678;169731;170027;160982;166990;172426;173502;171848;174344;167596;163942;166042;169600;168085;165306;166999;172662;;415207;411703;420048;421389;430988;421670;418260;423801;419828;426079;427203;426944;419115;426630;413248;430586;418859;433645;419459;416306;427435;427143;417481;417368;423316;440061;418449;408239;422258;418908;;462505;465892;465432;462600;465778;466295;464740;464355;468844;461160;468616;461833;463204;464113;465449;462303;473860;460263;469538;462436;466329;464020;464622;466693;466778;472060;464284;470985;470480;469000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_05_01.thop;;92652;92736;94563;88536;81218;89478;90476;88220;87722;87075;88991;81020;91129;91300;87010;83101;86299;86278;89366;95038;100281;91124;91004;87911;86054;96402;89534;95897;90537;88109;;169910;171190;168724;156556;162464;152962;167702;161776;161361;159208;152719;163028;153815;162343;161761;168689;163609;154534;160785;164114;164007;172760;164599;162102;174429;172903;179325;167927;163956;163886;;554823;515494;549712;555850;526189;566406;556135;468866;527536;481469;550194;557504;558997;539828;502490;538033;486113;497346;511389;521812;513411;529441;567736;536481;527052;539139;560576;510909;543161;489589;;751462;747020;737349;745354;745633;750434;736531;750138;745597;752883;746412;743889;740204;761335;741261;734118;738616;746702;742658;744832;750466;745515;742008;749416;741400;755495;738411;735908;741784;750342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_05_02.thop;;103882;107929;105161;108966;109927;104377;96983;92520;102366;105911;109645;99299;106416;93431;106195;98531;103161;111911;106954;98333;100078;108811;102491;104485;95399;99733;112576;104959;97676;97858;;185352;193804;188321;180619;183001;180615;180771;178821;183425;188501;188010;191000;177738;184573;178508;187320;189030;165664;189852;181712;184882;169801;189312;176959;172658;185139;181747;175042;189758;182912;;701783;685086;681745;696696;715005;700305;695512;681550;700347;706645;717647;716772;700441;703996;687520;707481;697086;685725;697381;678960;663323;684820;657277;682620;695255;685385;684096;699641;689888;698560;;882606;876063;873961;874752;881254;878653;885707;910840;872613;878834;885856;894777;872912;895227;887126;885452;877842;879355;875338;873540;878605;873808;872521;887695;881051;877959;877480;878579;882479;891953;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_05_03.thop;;113901;128786;121066;131900;120325;115446;122965;104003;119767;104908;122489;113859;112126;118265;121557;112914;112467;114566;118852;126909;122242;114905;122957;127421;107636;119256;121895;109977;98739;124032;;185728;201573;194923;198701;197217;202397;198925;194496;203152;211032;216451;217087;215360;209286;218453;216050;209797;207884;204742;213441;198559;191283;213694;208523;186713;201499;193672;197218;205405;190100;;908094;910052;899287;906284;918029;908530;885832;913465;919911;904532;882904;899976;888055;914127;907783;914757;890825;909803;904235;889734;908285;923054;902257;899721;922388;918638;910167;911727;915114;903791;;1023336;1038901;1010993;1033759;1024427;1019242;1040216;1034067;1030439;1022372;1025070;1013760;1015939;1032246;1014547;1018286;1023532;1024053;1017213;1034058;1004700;1010367;1023384;1015392;1031918;1028289;1027994;1016910;1023695;1037189;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_10_01.thop;;85581;97261;87372;97933;85997;93198;96190;85784;93986;86494;99060;82406;95080;90358;95152;92919;102055;101548;89455;98986;89090;93294;99839;90560;91277;94161;106206;99263;101928;93907;;175002;169772;167218;167211;167028;159519;170559;166579;170764;182245;165680;176551;171203;167735;172546;168031;185847;176970;169218;170794;174279;177245;158359;168822;167689;164480;171246;172815;182569;173356;;632689;706513;689249;680877;680370;690648;685905;732170;714627;725404;743446;717354;698878;715898;682366;711902;703380;718214;632246;668649;726569;692205;724665;712517;686259;707680;753791;676614;727547;651336;;950789;948350;949249;960088;951091;963861;946857;966143;967461;944157;946531;950698;954486;938076;956758;953317;955687;945332;959856;939779;963151;947046;949272;951582;958662;954384;961392;948740;952039;948721;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_10_02.thop;;108277;105887;104841;114501;100031;117072;112859;105259;113278;112256;123230;102695;113630;103369;116575;107882;109137;112575;103508;115574;112635;107285;102884;101852;93211;109972;105223;101275;113964;110722;;188360;197868;206408;187603;194348;198596;186912;185767;190926;191055;204025;196971;194862;187038;196778;198608;199281;189637;190952;181739;182548;191903;187786;195212;185650;188343;181566;211532;194403;185438;;928917;963706;912539;930479;944364;924634;928828;956763;930457;913073;939371;945261;933457;898192;953120;966260;928548;953202;916805;949912;929829;963558;934503;951647;968164;921006;942624;938537;942745;965670;;1202620;1205418;1202466;1191616;1186111;1174077;1191380;1202851;1194805;1200973;1196363;1194867;1193251;1200141;1170812;1189702;1193783;1186225;1194670;1209978;1201019;1173409;1196577;1178109;1188667;1188964;1211025;1204701;1190729;1196262;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_unc_10_03.thop;;124271;148136;128242;123845;131488;120988;114306;118598;126270;123839;132864;114590;122315;120204;114796;136955;124374;118329;127222;123734;137300;120351;148816;139234;122573;118248;143196;121437;114859;127616;;212453;201936;207955;207724;211342;208966;201441;215677;195311;204581;207517;206643;204965;213485;218312;217722;215482;218934;210626;211294;209310;209283;217502;202859;217188;220329;212154;202109;214247;204898;;1294603;1260809;1280514;1276181;1273574;1243643;1290323;1286800;1275085;1241144;1251469;1245168;1281313;1258902;1281993;1256872;1269533;1273127;1281391;1271998;1245707;1265037;1264392;1267981;1281876;1294797;1264695;1287770;1275318;1281264;;1358867;1375672;1364433;1373612;1367335;1361393;1382269;1374620;1380372;1372932;1370985;1369974;1374564;1369522;1373939;1381349;1374353;1376916;1381679;1358024;1358201;1373633;1376180;1372302;1374499;1363444;1391968;1366611;1360677;1361382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_01_01.thop;;59335;57367;62416;58183;59202;59238;66324;63873;60536;65346;58722;52373;61974;55105;52897;50350;58139;58149;50425;61363;61022;51558;57884;63160;65868;56607;62828;64945;64892;67417;;92957;90231;88578;93655;92526;97181;88248;88706;93626;88945;98221;87153;91888;93738;92865;91417;87467;94333;89053;92129;91109;98021;87495;96196;90995;92368;96019;93979;96475;97684;;186821;179382;179931;185047;184065;186025;186387;186988;186142;186767;184732;185881;180888;184287;195870;192738;182144;188747;188743;190479;186787;184211;185832;177068;176042;181918;187400;183785;184537;191344;;218735;219265;220398;218464;222066;219448;219870;219495;220326;218382;220167;220971;220799;221202;216935;219061;221086;221854;218408;222005;220850;218133;218130;219979;220267;221271;220032;221175;221119;220393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_01_02.thop;;69719;73745;68658;70214;68029;63419;78203;72678;69674;70500;78098;68944;73449;67098;70295;72487;76102;71026;67317;72810;75037;66419;54409;67346;66520;67945;66866;74102;76466;74358;;106914;114706;111630;113583;115585;115703;113702;109891;112418;113011;116415;120722;111319;110761;106938;111326;107907;110815;110908;110145;113193;111097;106673;110270;113135;108341;115419;111535;109953;114748;;205518;204785;211103;217204;209285;204849;208798;207371;213761;206338;206416;214074;210541;207936;208840;211157;210921;207487;198331;211925;206599;213094;213690;213967;216262;206381;210717;204134;211330;211422;;236703;237708;236907;235694;236760;236435;237876;237970;237530;236841;236676;236560;237344;237104;235666;235826;236719;237109;237952;237517;237103;236662;237248;236601;236084;235693;235982;237447;236705;236931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_01_03.thop;;74400;81274;75732;75722;79791;76123;76963;75091;66402;80185;78375;73489;81773;75957;72437;82403;81992;80337;78976;87036;79948;75705;71975;77181;74445;78028;89148;75738;81330;80948;;130414;127788;130301;117664;131739;132935;127878;127397;129017;128037;131357;128334;125309;128146;124552;123961;126785;130890;124589;126575;127582;125554;131500;129040;127909;136072;131701;125009;134614;122712;;213703;224376;224855;222513;224765;224618;220372;221406;222458;218245;225683;221372;224310;219252;225912;223162;219815;227003;223887;221477;227027;223245;222826;224295;224799;228771;225013;219923;222858;225663;;244664;244806;244676;245252;244760;245041;244604;244866;244841;245250;245606;245804;245191;245079;244268;243881;243925;243900;245538;245862;244944;245260;244890;244607;244682;244080;244969;243732;244802;245075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_05_01.thop;;92124;87058;102270;101782;91790;88642;93268;83461;93208;94295;105076;81196;89142;95659;102096;107282;95953;94648;96366;100447;96834;99091;110440;82565;90004;100934;101779;106680;102892;97623;;191126;190775;184655;184340;192826;196875;189359;194110;190065;175827;178654;189345;187720;184257;189145;183681;185755;195559;175517;185142;189346;172396;180288;185681;190378;193247;188456;189049;184017;197661;;694200;689017;686645;687628;688515;692827;699753;680762;705357;699197;677144;695153;696342;689181;702093;702590;698613;679071;696760;699966;675993;699691;687807;698349;687821;671197;701154;688103;696080;681769;;813355;813957;821012;818731;820846;810521;813629;821432;815759;823677;827677;818277;821702;816602;820517;820943;813345;820803;820400;821102;815446;823511;817961;824302;825069;822073;820135;822996;813287;813111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_05_02.thop;;120126;113009;121529;109705;117414;114306;110059;98796;120544;111326;111735;110011;116936;126567;110894;121822;113497;108871;116264;109312;118005;125264;131387;113087;130632;127133;130740;108049;99570;113197;;205832;213270;211659;205019;204946;207877;203205;223420;219007;215901;226517;220161;227590;206413;199398;218573;217999;208236;228689;217067;202931;212500;206387;210884;216408;218028;201993;213212;215221;214586;;822111;811750;825719;825553;836258;815016;829385;834819;817165;845267;831519;835542;822944;818535;805342;841285;839028;822146;814431;835216;840851;836985;828300;815902;830122;819850;836162;841560;819643;835559;;925909;940953;942887;949045;920687;920813;926850;941907;939924;947557;938144;928121;932565;925586;935998;940790;922654;951840;923203;917508;923602;928402;937398;925047;924623;923832;924457;925063;919710;943613;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_05_03.thop;;148376;143368;150413;153412;154737;133583;137242;139071;138581;142500;150264;134436;126935;134192;136844;128390;156797;148017;152948;137129;150941;145854;165012;120158;133333;142795;142808;129121;145926;151998;;232536;246106;232396;221366;228884;221190;225950;229909;224091;216370;217338;217798;230381;232667;231452;220765;230252;228795;233564;225054;232194;224469;225335;223332;228762;230394;233709;233065;237763;241332;;959100;934635;965398;957612;968333;954696;965308;958771;958481;945988;951106;957600;953264;952555;951230;965213;959519;959558;952683;938446;960494;954170;965443;964764;967415;960934;954743;963413;959853;959618;;1016243;1013584;1027120;1028048;1024984;1022582;1018400;1024577;1005631;1019450;1019816;1024041;1025357;1025304;1016472;1017653;1020520;1024080;1022348;1018409;1009617;1019555;1019579;1019017;1025435;1017336;1014884;1013205;1026359;1024559;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_10_01.thop;;94891;85108;103224;89725;89384;87587;96023;85484;87497;93968;97378;99468;99556;101438;93779;93103;88972;91011;92432;93562;97040;94769;99481;94868;93697;87915;96044;99861;101264;98151;;181407;187296;183199;187435;185753;187171;182627;189545;179795;179298;191791;180376;178551;190815;181395;187117;183527;180623;190697;177048;178856;179080;181088;183395;182451;178348;177913;181534;171047;183015;;806209;804990;809661;787874;806026;799457;826119;786501;806930;795474;810823;812272;823844;820922;817731;792815;805699;814208;796273;797029;809779;819497;813708;800322;807866;814064;808778;816690;818839;818073;;979311;973480;984499;978562;986988;979976;1001377;998102;998649;989812;996301;979210;995487;995010;994191;994061;981792;990318;985590;968224;980796;983563;986523;1002832;987659;990248;992004;973980;996931;966259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_10_02.thop;;115546;118900;117463;113717;109780;120437;111430;111822;106354;113469;107696;103189;108091;117551;106571;107798;107508;105975;120056;105395;123866;118669;123074;97690;111573;111141;118502;112847;101768;103673;;207254;200634;202696;198559;204482;204534;219791;207449;206523;199115;217877;204345;201644;200649;210807;205503;208082;200488;209949;213534;211036;205141;204870;207337;205942;202950;204887;210723;203265;217674;;1014197;1021631;1034043;988096;1005303;1004378;1039362;982421;1025839;1039066;1017830;990093;1026942;1056745;1026839;1028177;1018449;1047485;1032618;1027938;1013276;1005794;1009366;1022498;1019281;999978;1015808;1028861;1033510;1021389;;1201505;1219985;1190385;1180058;1214371;1216126;1228074;1202401;1188139;1175621;1199032;1219574;1202931;1199497;1193986;1186074;1215129;1199062;1188287;1201606;1191285;1182412;1210720;1202908;1206755;1199230;1225152;1185329;1206467;1236231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_03_usw_10_03.thop;;133319;140257;129671;133577;130512;137346;137420;118733;126851;130754;141980;133852;118330;136577;118414;138187;120173;130167;136339;129477;134611;138931;153312;116475;126828;111220;150317;131927;101122;127181;;222420;233678;227637;220600;227940;214135;227818;220887;226404;215279;217248;228582;237314;230235;216759;224679;219386;216190;225257;225291;221520;232069;217747;220896;220883;214792;220871;223585;228431;221046;;1288287;1272526;1282133;1272098;1323804;1276803;1277606;1279047;1299650;1293026;1281921;1259124;1289432;1290740;1306222;1295946;1275568;1292416;1290141;1280607;1305911;1290822;1274299;1281073;1292820;1282022;1298512;1281111;1287114;1283393;;1369031;1363360;1371562;1382770;1375377;1383659;1386821;1373836;1379192;1367853;1362366;1365100;1380583;1380764;1388214;1380833;1375481;1367944;1382632;1382238;1378977;1368804;1366981;1365282;1365555;1375963;1369171;1387856;1376564;1361979;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_01_01.thop;;250511;246454;225442;248044;201490;226747;249030;258487;243769;277765;223104;228995;244992;260051;262697;248273;245217;271562;226524;210554;246403;251913;233934;261683;254300;254011;246644;225975;247483;254667;;397414;394960;391569;388954;397443;398986;392929;416287;412321;407515;381888;414825;407005;396803;383916;407096;387554;398624;393090;402543;411554;400265;410408;410350;389122;398413;399065;391222;404971;407391;;540131;539232;537623;538227;536621;531434;537134;534531;538525;531334;538033;540707;535130;536094;538733;537024;533533;535432;533932;534725;537434;534333;538534;535233;534634;534934;529458;534934;534333;538869;;612884;612838;613547;612512;609903;608969;612112;608401;610723;614632;613193;610553;612811;608621;610131;610000;612437;612976;617631;611081;613799;610832;613531;609989;610880;614796;610718;612160;609099;616678;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_01_02.thop;;296806;314362;280410;274262;313785;250313;256412;303273;316860;313826;261669;286986;292506;291567;301985;292956;287224;294660;261648;245907;293192;274851;271307;288451;271818;293707;293579;279254;262256;281598;;483551;473268;466448;464015;462388;453738;429779;478354;475752;469530;466788;491245;470779;452839;470938;458866;450606;450763;480166;462282;468464;483548;484761;492396;439528;467868;471176;465807;464967;463887;;560924;561063;558529;559717;559734;554429;558034;558492;561325;559315;559018;562617;556433;562804;557623;559222;560500;556705;562427;555982;564024;554922;558361;558224;564333;560231;559434;556571;567318;563630;;639899;638438;640232;643283;644821;640248;642581;638523;644757;641915;646447;644622;641179;639679;639831;640280;638503;640603;643226;638870;641871;642622;643372;637944;642520;638924;643834;643334;640207;641743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_01_03.thop;;356079;331276;320647;294182;312427;291671;313321;307087;289883;369292;276036;327566;321119;333728;286531;313032;331351;362469;324822;320274;282070;296848;278354;311685;320699;299689;340123;311476;329583;330845;;513336;506197;504075;483001;498033;509763;516705;502937;507263;492190;488442;501687;480575;490800;504544;507690;496928;481870;504761;493842;498678;498167;482321;498787;486873;473980;508901;513837;508886;517816;;607019;600999;605823;595893;606731;605110;600322;607030;607581;598058;624081;612629;587227;600222;592429;596631;593932;609132;606547;606516;608321;602821;595073;606205;600607;603721;608840;609926;601482;603697;;661900;660130;662835;658038;661757;658512;657899;660005;662301;655544;662692;662003;663050;662803;661843;660787;661260;663067;660101;662736;663949;659889;663719;662868;667386;663465;659345;669131;658944;664072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_05_01.thop;;340401;298358;276726;311384;275653;303058;320977;282493;291933;308641;315548;264729;311052;309154;310501;298623;349924;298483;292539;320770;329643;306317;258104;301302;306316;324395;302407;288992;309762;321170;;524959;522520;571318;535765;548700;550965;528874;539005;510512;513893;562584;586710;508530;567115;536949;533422;495890;543569;549165;510784;562281;555714;553691;567156;562254;538173;527249;563957;499562;575638;;2113123;2086142;2062686;2049961;2184218;2040561;2059335;2027124;2219549;2088192;2111151;2154632;1927385;2153760;2063803;2068467;2140001;2119370;2116146;2142560;1984762;2102438;2105649;2128827;2114751;2215512;2110128;2134296;1911625;2017579;;2602550;2595948;2606016;2610200;2594965;2598588;2597041;2595449;2595676;2592492;2585711;2586604;2587114;2585720;2553839;2588807;2605663;2600092;2568364;2587691;2595347;2593692;2599100;2593216;2593342;2596720;2602958;2598534;2599656;2602543;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_05_02.thop;;357047;385260;342237;414075;377060;367419;366801;328362;380971;388421;340139;369151;377522;408868;363042;308093;366934;318345;349212;414867;348935;316957;306696;386484;339564;367271;362656;302227;318726;387571;;605331;625738;604231;605494;623770;655918;598087;615804;608172;631241;628204;634548;589235;637006;611296;612345;638130;622161;609504;627051;602442;594126;615805;582372;616130;650792;589925;675112;661568;700075;;2436347;2490121;2467629;2529090;2435870;2502353;2468709;2511422;2376318;2475479;2479125;2392118;2483794;2485532;2495227;2446789;2570728;2424779;2497284;2496269;2462054;2493110;2424726;2463986;2505459;2548596;2523006;2445673;2449872;2522327;;2684466;2680688;2686871;2676321;2684030;2675502;2691008;2686326;2676265;2672210;2678722;2678811;2683574;2686103;2676796;2679565;2681177;2674844;2688282;2683447;2689096;2683650;2672797;2679413;2678820;2681490;2683560;2685734;2671778;2679733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_05_03.thop;;405949;485810;447407;440745;442609;426510;418388;421723;445066;430050;440995;450953;437293;414833;466580;389941;404563;357212;417733;459435;480411;427750;423009;456262;426121;403872;459501;391835;386986;437170;;645899;699000;689952;661379;665026;632311;686000;673018;683685;679521;687496;740789;624463;682900;730663;670883;658215;687175;651005;640389;660109;674291;647108;672261;682030;620620;736404;655912;680185;665930;;2619367;2626565;2620369;2610326;2632280;2620335;2611465;2623469;2617922;2617231;2630761;2613956;2616770;2607869;2601856;2626026;2627049;2613669;2620869;2618250;2610412;2623351;2607370;2617169;2611669;2626664;2625868;2620568;2600670;2622470;;2750574;2744808;2739800;2746067;2734672;2750632;2740125;2740662;2742659;2739730;2745248;2753303;2750592;2748742;2735019;2749513;2744554;2746393;2747338;2751228;2753813;2762186;2747265;2751914;2750068;2751151;2754736;2752991;2743657;2745694;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dsj1000_05_bsc_10_01.thop;;280837;298409;282511;278264;321806;257877;303134;268803;281170;339473;281997;307795;267815;321567;310924;288264;285856;301413;319243;330646;318581;278446;282507;321205;326751;291730;290898;248045;296443;330544;;517370;520253;565372;522621;582427;525256;542926;563069;539044;558085;526559;556316;543568;522002;584575;556273;550664;525138;554649;573110;604793;568435;567256;557850;527641;550783;552947;564858;597128;589625;;2686811;2825665;2864264;2626738;2803169;2887256;2802611;2696878;2947269;2653531;2843367;2722567;2937321;2743083;2712728;2882959;2879407;2796842;2872459;2662549;2839915;2853993;2748076;2645288;2416140;2810885;2831908;2929602;2806670;2787948;;3610232;3604646;3633475;3629191;3577050;3611453;3653037;3677224;3567987;3638472;3621669;3614309;3600743;3607479;3624981;3640205;3588814;3612095;3630448;3621018;3660414;3634380;3627879;3625808;3610407;3622184;3651018;3611631;3621761;3610497;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
